project_location_id,place_name,latitude,longitude,project_title,start_actual_isodate,end_actual_isodate,recipients,ad_sector_names,commitments,disbursements
P113145_7668940,Agu̩gu̩s,6.462,2.51945,Benin Emergency Urban Env. Project,4/26/11,12/31/16,Benin,Water supply and sanitation,2500000,174005.7345
P113202_7668940,Agu̩gu̩s,6.462,2.51945,Health System Performance,5/6/10,12/31/15,Benin,"Health, general|Health",1058456.405,89117.15996
P146597_7668940,Agu̩gu̩s,6.462,2.51945,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_7668940,Agu̩gu̩s,6.462,2.51945,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P146597_9063965,Akpro-Misserete,6.5625,2.58528,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P146597_9063966,Avrankou,6.55,2.66667,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_9063966,Avrankou,6.55,2.66667,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P113202_7668898,Bonou,6.86938,2.47934,Health System Performance,5/6/10,12/31/15,Benin,"Health, general|Health",1058456.405,89117.15996
P146597_7668898,Bonou,6.86938,2.47934,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_7668898,Bonou,6.86938,2.47934,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P113202_7668892,Commune of Adjohoun,6.71182,2.49399,Health System Performance,5/6/10,12/31/15,Benin,"Health, general|Health",1058456.405,89117.15996
P146597_7668892,Commune of Adjohoun,6.71182,2.49399,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_7668892,Commune of Adjohoun,6.71182,2.49399,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P129024_7668892,Commune of Adjohoun,6.71182,2.49399,Benin - Health System Performance Project - Additional Financing,3/15/12,,Benin,Health,1227304.646,
P000117_7668892,Commune of Adjohoun,6.71182,2.49399,Transport Sector Investment Program Project,10/31/96,12/31/01,Benin,"Government and civil society, general|Transport and storage",2598699.455,1870579.059
P113202_7668900,Dangbo,6.58039,2.49927,Health System Performance,5/6/10,12/31/15,Benin,"Health, general|Health",1058456.405,89117.15996
P146597_7668900,Dangbo,6.58039,2.49927,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_7668900,Dangbo,6.58039,2.49927,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P113145_7668939,Porto-novo,6.48047,2.62129,Benin Emergency Urban Env. Project,4/26/11,12/31/16,Benin,Water supply and sanitation,2500000,174005.7345
P113202_7668939,Porto-novo,6.48047,2.62129,Health System Performance,5/6/10,12/31/15,Benin,"Health, general|Health",1058456.405,89117.15996
P146597_7668939,Porto-novo,6.48047,2.62129,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_7668939,Porto-novo,6.48047,2.62129,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P148628_7668939,Porto-novo,6.48047,2.62129,Benin Emergency Urban Env. Additional Financing,5/8/14,,Benin,"Water supply and sanitation|General environmental protection|Government and civil society, general",640000,
P129024_7668939,Porto-novo,6.48047,2.62129,Benin - Health System Performance Project - Additional Financing,3/15/12,,Benin,Health,1227304.646,
P122950_7668939,Porto-novo,6.48047,2.62129,Benin Cities Support Project,6/21/13,6/30/20,Benin,"Water supply and sanitation|Other social infrastructure and services|Transport and storage|Government and civil society, general",6886092.272,
P000117_7668939,Porto-novo,6.48047,2.62129,Transport Sector Investment Program Project,10/31/96,12/31/01,Benin,"Government and civil society, general|Transport and storage",2598699.455,1870579.059
P074850_7668941,Seme-kpodji,6.39468,2.58172,HIV/AIDS PROJECT FOR ABIDJAN - LAGOS TRANSPORT CORRIDOR,11/13/03,12/31/07,Africa,"Other social infrastructure and services|Health|Government and civil society, general",263025.368,282773.7951
P113145_7668941,Seme-kpodji,6.39468,2.58172,Benin Emergency Urban Env. Project,4/26/11,12/31/16,Benin,Water supply and sanitation,2500000,174005.7345
P113202_7668941,Seme-kpodji,6.39468,2.58172,Health System Performance,5/6/10,12/31/15,Benin,"Health, general|Health",1058456.405,89117.15996
P146597_7668941,Seme-kpodji,6.39468,2.58172,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_7668941,Seme-kpodji,6.39468,2.58172,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P148628_7668941,Seme-kpodji,6.39468,2.58172,Benin Emergency Urban Env. Additional Financing,5/8/14,,Benin,"Water supply and sanitation|General environmental protection|Government and civil society, general",640000,
P122950_7668941,Seme-kpodji,6.39468,2.58172,Benin Cities Support Project,6/21/13,6/30/20,Benin,"Water supply and sanitation|Other social infrastructure and services|Transport and storage|Government and civil society, general",6886092.272,
P146597_10344470,Bassila,9.01667,1.66667,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_10344470,Bassila,9.01667,1.66667,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P079633_7669275,Copargo,9.8375,1.54806,Electricity Services Delivery Project,7/6/04,12/31/12,Benin,"Government and civil society, general|Energy generation and supply",1254894.895,1146719.501
P146597_7669275,Copargo,9.8375,1.54806,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P079633_7669264,Djougou Rural,9.68047,1.84481,Electricity Services Delivery Project,7/6/04,12/31/12,Benin,"Government and civil society, general|Energy generation and supply",1254894.895,1146719.501
P146597_7669264,Djougou Rural,9.68047,1.84481,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_7669264,Djougou Rural,9.68047,1.84481,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P146597_7670568,Djougou Urban,9.70686,1.66992,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_7670568,Djougou Urban,9.70686,1.66992,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P079633_7669263,Ouake,9.59959,1.43707,Electricity Services Delivery Project,7/6/04,12/31/12,Benin,"Government and civil society, general|Energy generation and supply",1254894.895,1146719.501
P146597_7669263,Ouake,9.59959,1.43707,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_7669263,Ouake,9.59959,1.43707,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P146597_10344472,Aplahou̩,6.93333,1.68333,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P146597_10344473,Djakotomey,6.9,1.71667,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_10344473,Djakotomey,6.9,1.71667,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P146597_10344474,Klou̩kanm̬,6.98028,1.84222,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_10344474,Klou̩kanm̬,6.98028,1.84222,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P146597_10344475,Lalo,6.91667,1.88333,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_10344475,Lalo,6.91667,1.88333,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P146597_10344476,Toviklin,6.83333,1.81667,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_10344476,Toviklin,6.83333,1.81667,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
P074850_7874113,Cotonou,6.36736,2.4225,HIV/AIDS PROJECT FOR ABIDJAN - LAGOS TRANSPORT CORRIDOR,11/13/03,12/31/07,Africa,"Other social infrastructure and services|Health|Government and civil society, general",263025.368,282773.7951
P113145_7874113,Cotonou,6.36736,2.4225,Benin Emergency Urban Env. Project,4/26/11,12/31/16,Benin,Water supply and sanitation,2500000,174005.7345
P146597_7874113,Cotonou,6.36736,2.4225,Benin Decentralized Community Driven Services Project - Addl Financing,2/27/14,,Benin,Water supply and sanitation|Other social infrastructure and services|Health|Basic education,389610.3896,
P117764_7874113,Cotonou,6.36736,2.4225,Decentralized Community Driven Services Project,5/3/12,12/31/17,Benin,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Basic education",507469.7861,
